"time","B1.T_K","B1.m","B1.mSalt","B2.T_K","B2.m","B2.mSalt","B3.T_K","B3.m","B3.mSalt","B4.T_K","B4.m","B4.mSalt","B5K1.T_K","B5K1.m","B5K1.mSalt","B6.T_K","B6.m","B6.mSalt","B7.T_K","B7.m","B7.mSalt","der(B1.T_K)","der(B1.m)","der(B1.mSalt)","der(B2.T_K)","der(B2.m)","der(B2.mSalt)","der(B3.T_K)","der(B3.m)","der(B3.mSalt)","der(B4.T_K)","der(B4.m)","der(B4.mSalt)","der(B5K1.T_K)","der(B5K1.m)","der(B5K1.mSalt)","der(B6.T_K)","der(B6.m)","der(B6.mSalt)","der(B7.T_K)","der(B7.m)","der(B7.mSalt)","B1.heatFlow_W","B1.level_m","B1.qOutCmd_kg_s","B1.qOutLimited_kg_s","B1.temp_C","B1.w","B1.wIn_kg_kg","B2.heatFlow_W","B2.level_m","B2.qOutCmd_kg_s","B2.qOutLimited_kg_s","B2.temp_C","B2.w","B3.heatFlow_W","B3.qIn_kg_s","B3.qOutCmd_kg_s","B3.qOutLimited_kg_s","B3.temp_C","B3.wIn_kg_kg","B3_level_m","B3_w_NaCl","B4.heatFlow_W","B4.qOutCmd_kg_s","B4.qOutLimited_kg_s","B4.temp_C","B4.w","B4_level_m","B5K1.appliedHeat_W","B5K1.evap_kg_s","B5K1.toB7_kg_s","B5K1.transferToB7Cmd_kg_s","B5_heater_cmd","B5_level_m","B5_temp_C","B5_w_NaCl","B6.heatFlow_W","B6.qOutCmd_kg_s","B6.qOutLimited_kg_s","B6.w","B6.wIn_kg_kg","B6_cooler_cmd","B6_level_m","B6_temp_C","B7.heatFlow_W","B7.qOutCmd_kg_s","B7.qOutLimited_kg_s","B7.w","B7_cooler_cmd","B7_level_m","B7_temp_C","P1_cmd","P2_cmd","V11_open","V12_open","V15_open","V18_open","V1_open","V20_open","V22_open","V23_open","V24_open","V25_open","V3_open","V5_open","V6_open","V8_open","V9_open","controller_state","region","time_s","controller.mode","B5K1.heaterCmd","B5K1.heaterPermissive","controller.CoolerB6","controller.CoolerB7","controller.V11","controller.V12","controller.V15","controller.V23","controller.V25","controller.V8","controller.V9","controller.branchADone","controller.branchBDone","B1.qIn_kg_s","B1.qOut_kg_s","B1.w_NaCl","B2.qIn_kg_s","B2.qOut_kg_s","B2.wIn_kg_kg","B2.w_NaCl","B3.level_m","B3.qOut_kg_s","B3.w","B3.w_NaCl","B4.level_m","B4.qIn_kg_s","B4.qOut_kg_s","B4.wIn_kg_kg","B4.w_NaCl","B5K1.concentrateToB7_kg_s","B5K1.condensateToB6_kg_s","B5K1.feed_kg_s","B5K1.feed_w_kg_kg","B5K1.level_m","B5K1.temp_C","B5K1.w","B5K1.w_NaCl","B6.level_m","B6.qIn_kg_s","B6.qOut_kg_s","B6.temp_C","B6.w_NaCl","B7.level_m","B7.qIn_kg_s","B7.qOut_kg_s","B7.temp_C","B7.wIn_kg_kg","B7.w_NaCl","C6r.y","C7r.y","Htr.y","P1r.y","P2r.y","V11r.y","V12r.y","V15r.y","V18r.y","V1r.y","V20r.y","V22r.y","V23r.y","V24r.y","V25r.y","V3r.y","V5r.y","V6r.y","V8r.y","V9r.y","controller.LIS_301","controller.LIS_501","controller.LIS_601","controller.LIS_701","controller.QIS_502","controller.QI_302","controller.TIS_602","controller.TIS_702","controller.controller_state","controller.region","C6r.u","C7r.u","Htr.u","P1r.u","P2r.u","V11r.u","V12r.u","V15r.u","V18r.u","V1r.u","V20r.u","V22r.u","V23r.u","V24r.u","V25r.u","V3r.u","V5r.u","V6r.u","V8r.u","V9r.u","controller.HeaterB5","controller.P1","controller.P2","controller.V1","controller.V18","controller.V20","controller.V22","controller.V24","controller.V3","controller.V5","controller.V6"
1255,293.15,35,0,293.15,24.5,6.125,293.15,0.5,0,293.15,0.55,0,293.15,0.6,0,350.15,0.5,0,360.15,0.5,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0.5,0,0,20,0,0,0,0.35,0,0,20,0.25,0,0,0,0,20,0,0.01,0,0,0,0,20,0,0.01,0,0,0,0,0,0.01,20,0,0,0,0,0,0,0,0.01,77,0,0,0,0,0,0.01,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,20,0,0,0.01,0,0,77,0,0.01,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0,0,77,87,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,293.15,35,0,293.15,24.5,6.125,293.15,0.5,0,293.15,0.55,0,293.15,0.6,0,350.15,0.5,0,360.15,0.5,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0.5,0,0,20,0,0,0,0.35,0,0,20,0.25,0,0,0,0,20,0,0.01,0,0,0,0,20,0,0.01,0,0,0,0,0,0.01,20,0,0,0,0,0,0,0,0.01,77,0,0,0,0,0,0.01,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1260,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,20,0,0,0.01,0,0,77,0,0.01,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0,0,77,87,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,293.15,35,0,293.15,24.5,6.125,293.15,0.5,0,293.15,0.55,0,293.15,0.6,0,350.15,0.5,0,360.15,0.5,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0.5,0,0,20,0,0,0,0.35,0,0,20,0.25,0,0,0,0,20,0,0.01,0,0,0,0,20,0,0.01,0,0,0,0,0,0.01,20,0,0,0,0,0,0,0,0.01,77,0,0,0,0,0,0.01,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,20,0,0,0.01,0,0,77,0,0.01,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0,0,77,87,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,293.15,35,0,293.15,24.5,6.125,293.15,0.5,0,293.15,0.55,0,293.15,0.6,0,350.15,0.5,0,360.15,0.5,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0.5,0,0,20,0,0,0,0.35,0,0,20,0.25,0,0,0,0,20,0,0.01,0,0,0,0,20,0,0.01,0,0,0,0,0,0.01,20,0,0,0,0,0,0,0,0.01,77,0,0,0,0,0,0.01,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1270,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,20,0,0,0.01,0,0,77,0,0.01,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0,0,77,87,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,293.15,35,0,293.15,24.5,6.125,293.15,0.5,0,293.15,0.55,0,293.15,0.6,0,350.15,0.5,0,360.15,0.5,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0.5,0,0,20,0,0,0,0.35,0,0,20,0.25,0,0,0,0,20,0,0.01,0,0,0,0,20,0,0.01,0,0,0,0,0,0.01,20,0,0,0,0,0,0,0,0.01,77,0,0,0,0,0,0.01,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,20,0,0,0.01,0,0,77,0,0.01,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0,0,77,87,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,293.15,35,0,293.15,24.5,6.125,293.15,0.5,0,293.15,0.55,0,293.15,0.6,0,350.15,0.5,0,360.15,0.5,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0.5,0,0,20,0,0,0,0.35,0,0,20,0.25,0,0,0,0,20,0,0.01,0,0,0,0,20,0,0.01,0,0,0,0,0,0.01,20,0,0,0,0,0,0,0,0.01,77,0,0,0,0,0,0.01,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1280,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,20,0,0,0.01,0,0,77,0,0.01,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0,0,77,87,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,293.15,35,0,293.15,24.5,6.125,293.15,0.5,0,293.15,0.55,0,293.15,0.6,0,350.15,0.5,0,360.15,0.5,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0.5,0,0,20,0,0,0,0.35,0,0,20,0.25,0,0,0,0,20,0,0.01,0,0,0,0,20,0,0.01,0,0,0,0,0,0.01,20,0,0,0,0,0,0,0,0.01,77,0,0,0,0,0,0.01,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,20,0,0,0.01,0,0,77,0,0.01,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0,0,77,87,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,293.15,35,0,293.15,24.5,6.125,293.15,0.5,0,293.15,0.55,0,293.15,0.6,0,350.15,0.5,0,360.15,0.5,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0.5,0,0,20,0,0,0,0.35,0,0,20,0.25,0,0,0,0,20,0,0.01,0,0,0,0,20,0,0.01,0,0,0,0,0,0.01,20,0,0,0,0,0,0,0,0.01,77,0,0,0,0,0,0.01,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1290,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,20,0,0,0.01,0,0,77,0,0.01,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0,0,77,87,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1295,293.15,35,0,293.15,24.5,6.125,293.15,0.5,0,293.15,0.55,0,293.15,0.6,0,350.15,0.5,0,360.15,0.5,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0.5,0,0,20,0,0,0,0.35,0,0,20,0.25,0,0,0,0,20,0,0.01,0,0,0,0,20,0,0.01,0,0,0,0,0,0.01,20,0,0,0,0,0,0,0,0.01,77,0,0,0,0,0,0.01,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1295,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,20,0,0,0.01,0,0,77,0,0.01,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0,0,77,87,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,293.15,35,0,293.15,24.5,6.125,293.15,0.5,0,293.15,0.55,0,293.15,0.6,0,350.15,0.5,0,360.15,0.5,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0.5,0,0,20,0,0,0,0.35,0,0,20,0.25,0,0,0,0,20,0,0.01,0,0,0,0,20,0,0.01,0,0,0,0,0,0.01,20,0,0,0,0,0,0,0,0.01,77,0,0,0,0,0,0.01,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,20,0,0,0.01,0,0,77,0,0.01,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0,0,77,87,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,293.15,35,0,293.15,24.5,6.125,293.15,0.5,0,293.15,0.55,0,293.15,0.6,0,350.15,0.5,0,360.15,0.5,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0.5,0,0,20,0,0,0,0.35,0,0,20,0.25,0,0,0,0,20,0,0.01,0,0,0,0,20,0,0.01,0,0,0,0,0,0.01,20,0,0,0,0,0,0,0,0.01,77,0,0,0,0,0,0.01,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,20,0,0,0.01,0,0,77,0,0.01,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0,0,77,87,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,293.15,35,0,293.15,24.5,6.125,293.15,0.5,0,293.15,0.55,0,293.15,0.6,0,350.15,0.5,0,360.15,0.5,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0.5,0,0,20,0,0,0,0.35,0,0,20,0.25,0,0,0,0,20,0,0.01,0,0,0,0,20,0,0.01,0,0,0,0,0,0.01,20,0,0,0,0,0,0,0,0.01,77,0,0,0,0,0,0.01,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,20,0,0,0.01,0,0,77,0,0.01,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0,0,77,87,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1315,293.15,35,0,293.15,24.5,6.125,293.15,0.5,0,293.15,0.55,0,293.15,0.6,0,350.15,0.5,0,360.15,0.5,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0.5,0,0,20,0,0,0,0.35,0,0,20,0.25,0,0,0,0,20,0,0.01,0,0,0,0,20,0,0.01,0,0,0,0,0,0.01,20,0,0,0,0,0,0,0,0.01,77,0,0,0,0,0,0.01,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1315,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,20,0,0,0.01,0,0,77,0,0.01,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0,0,77,87,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,293.15,35,0,293.15,24.5,6.125,293.15,0.5,0,293.15,0.55,0,293.15,0.6,0,350.15,0.5,0,360.15,0.5,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0.5,0,0,20,0,0,0,0.35,0,0,20,0.25,0,0,0,0,20,0,0.01,0,0,0,0,20,0,0.01,0,0,0,0,0,0.01,20,0,0,0,0,0,0,0,0.01,77,0,0,0,0,0,0.01,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1320,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,20,0,0,0.01,0,0,77,0,0.01,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0,0,77,87,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,293.15,35,0,293.15,24.5,6.125,293.15,0.5,0,293.15,0.55,0,293.15,0.6,0,350.15,0.5,0,360.15,0.5,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0.5,0,0,20,0,0,0,0.35,0,0,20,0.25,0,0,0,0,20,0,0.01,0,0,0,0,20,0,0.01,0,0,0,0,0,0.01,20,0,0,0,0,0,0,0,0.01,77,0,0,0,0,0,0.01,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1325,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,20,0,0,0.01,0,0,77,0,0.01,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0,0,77,87,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,293.15,35,0,293.15,24.5,6.125,293.15,0.5,0,293.15,0.55,0,293.15,0.6,0,350.15,0.5,0,360.15,0.5,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0.5,0,0,20,0,0,0,0.35,0,0,20,0.25,0,0,0,0,20,0,0.01,0,0,0,0,20,0,0.01,0,0,0,0,0,0.01,20,0,0,0,0,0,0,0,0.01,77,0,0,0,0,0,0.01,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1330,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,20,0,0,0.01,0,0,77,0,0.01,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0,0,77,87,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1335,293.15,35,0,293.15,24.5,6.125,293.15,0.5,0,293.15,0.55,0,293.15,0.6,0,350.15,0.5,0,360.15,0.5,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0.5,0,0,20,0,0,0,0.35,0,0,20,0.25,0,0,0,0,20,0,0.01,0,0,0,0,20,0,0.01,0,0,0,0,0,0.01,20,0,0,0,0,0,0,0,0.01,77,0,0,0,0,0,0.01,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,20,0,0,0.01,0,0,77,0,0.01,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0,0,77,87,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,293.15,35,0,293.15,24.5,6.125,293.15,0.5,0,293.15,0.55,0,293.15,0.6,0,350.15,0.5,0,360.15,0.5,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0.5,0,0,20,0,0,0,0.35,0,0,20,0.25,0,0,0,0,20,0,0.01,0,0,0,0,20,0,0.01,0,0,0,0,0,0.01,20,0,0,0,0,0,0,0,0.01,77,0,0,0,0,0,0.01,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1340,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,20,0,0,0.01,0,0,77,0,0.01,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0,0,77,87,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1345,293.15,35,0,293.15,24.5,6.125,293.15,0.5,0,293.15,0.55,0,293.15,0.6,0,350.15,0.5,0,360.15,0.5,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0.5,0,0,20,0,0,0,0.35,0,0,20,0.25,0,0,0,0,20,0,0.01,0,0,0,0,20,0,0.01,0,0,0,0,0,0.01,20,0,0,0,0,0,0,0,0.01,77,0,0,0,0,0,0.01,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1345,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,20,0,0,0.01,0,0,77,0,0.01,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0,0,77,87,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,293.15,35,0,293.15,24.5,6.125,293.15,0.5,0,293.15,0.55,0,293.15,0.6,0,350.15,0.5,0,360.15,0.5,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0.5,0,0,20,0,0,0,0.35,0,0,20,0.25,0,0,0,0,20,0,0.01,0,0,0,0,20,0,0.01,0,0,0,0,0,0.01,20,0,0,0,0,0,0,0,0.01,77,0,0,0,0,0,0.01,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,20,0,0,0.01,0,0,77,0,0.01,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0,0,77,87,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,293.15,35,0,293.15,24.5,6.125,293.15,0.5,0,293.15,0.55,0,293.15,0.6,0,350.15,0.5,0,360.15,0.5,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0.5,0,0,20,0,0,0,0.35,0,0,20,0.25,0,0,0,0,20,0,0.01,0,0,0,0,20,0,0.01,0,0,0,0,0,0.01,20,0,0,0,0,0,0,0,0.01,77,0,0,0,0,0,0.01,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1355,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,20,0,0,0.01,0,0,77,0,0.01,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0,0,77,87,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,293.15,35,0,293.15,24.5,6.125,293.15,0.5,0,293.15,0.55,0,293.15,0.6,0,350.15,0.5,0,360.15,0.5,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0.5,0,0,20,0,0,0,0.35,0,0,20,0.25,0,0,0,0,20,0,0.01,0,0,0,0,20,0,0.01,0,0,0,0,0,0.01,20,0,0,0,0,0,0,0,0.01,77,0,0,0,0,0,0.01,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1360,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,20,0,0,0.01,0,0,77,0,0.01,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0,0,77,87,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,293.15,35,0,293.15,24.5,6.125,293.15,0.5,0,293.15,0.55,0,293.15,0.6,0,350.15,0.5,0,360.15,0.5,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0.5,0,0,20,0,0,0,0.35,0,0,20,0.25,0,0,0,0,20,0,0.01,0,0,0,0,20,0,0.01,0,0,0,0,0,0.01,20,0,0,0,0,0,0,0,0.01,77,0,0,0,0,0,0.01,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1365,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,20,0,0,0.01,0,0,77,0,0.01,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0,0,77,87,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
